H,b_block,carrier,cost_inv_block,gen_bus,gen_status,gscr_rhs_uses_nameplate,id,index,marginal_cost,n_block0,n_block_max,na0,na0_corrected,na0_correction_policy,name,p_block_max,p_block_max_pu,p_block_min,p_block_min_pu,pg,pmax,pmin,q_block_max,q_block_min,qg,qmax,qmin,shutdown_block_cost,startup_block_cost,type
0.0,0.0,solar,1.7801035621902226e6,22,1,true,177,177,0.010000000000000002,408,14617,1.0,false,clip_na0_to_n0,IT1 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-ac,1.8938226140537657e7,23,1,true,181,181,0.015000000000000005,0,50,0.0,true,clip_na0_to_n0,IT3 0 offwind-ac,100.0,0.8596529339993344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,23,1,true,183,183,0.015000000000000001,47,1100,1.0,false,clip_na0_to_n0,IT3 0 onwind,50.0,0.7778588377428796,0.0,0.0,0.0,1846.253485564194,0.0,0.0,0.0,0.0,1846.253485564194,-1846.253485564194,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,23,1,true,185,185,0.010000000000000002,23,843,1.0,false,clip_na0_to_n0,IT3 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-ac,1.8938226140537657e7,24,1,true,188,188,0.015000000000000005,0,11,0.0,true,clip_na0_to_n0,LT6 0 offwind-ac,100.0,0.8854195518561317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-dc,2.1344257162772287e7,24,1,true,189,189,0.015000000000000003,0,8,0.0,false,clip_na0_to_n0,LT6 0 offwind-dc,100.0,0.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,24,1,true,190,190,0.015000000000000001,10,2568,1.0,false,clip_na0_to_n0,LT6 0 onwind,50.0,0.6190216144373661,0.0,0.0,0.0,333.6526501817404,0.0,0.0,0.0,0.0,333.6526501817404,-333.6526501817404,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,24,1,true,192,192,0.010000000000000002,2,3541,1.0,false,clip_na0_to_n0,LT6 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,25,1,true,196,196,0.015000000000000001,4,61,1.0,false,clip_na0_to_n0,LU1 0 onwind,50.0,0.07110469279133591,0.0,0.0,0.0,16.99169701841569,0.0,0.0,0.0,0.0,16.99169701841569,-16.99169701841569,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,25,1,true,198,198,0.010000000000000002,5,147,1.0,false,clip_na0_to_n0,LU1 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-ac,1.8938226140537657e7,26,1,true,201,201,0.015000000000000005,0,79,0.0,true,clip_na0_to_n0,LV6 0 offwind-ac,100.0,0.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-dc,2.1344257162772287e7,26,1,true,202,202,0.015000000000000003,0,31,0.0,false,clip_na0_to_n0,LV6 0 offwind-dc,100.0,0.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,26,1,true,203,203,0.015000000000000001,1,2994,1.0,false,clip_na0_to_n0,LV6 0 onwind,50.0,0.7920083324961611,0.0,0.0,0.0,61.634762858711404,0.0,0.0,0.0,0.0,61.634762858711404,-61.634762858711404,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,26,1,true,205,205,0.010000000000000002,1,2404,1.0,false,clip_na0_to_n0,LV6 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
